filename,scratch_small,scratch_large,dent_small,dent_large,stray_particle,discoloration
UWNvQFsB5E.png,0,0,0,0,0,0
rpMBlRTy56.png,0,0,0,0,0,0
dCGJr3CZ21.png,0,0,1,0,0,0
CLHBCEPrHk.png,0,0,1,1,0,1
Lxcq7YmGUa.png,0,0,0,0,0,0
Ub1NN4HlnC.png,1,1,1,1,1,0
u6tV8KDpSK.png,1,0,1,0,1,0
8r3cmZWPjs.png,1,0,1,1,1,0
7KMF7aCZay.png,0,0,0,0,0,0
CF9m5S4wCi.png,0,0,1,0,0,0
xjFb8B4GRi.png,1,0,1,0,1,0
L9btO6o7l7.png,0,0,0,0,0,0
qXarr3TLpW.png,0,0,0,0,0,0
R3FO6QEqEk.png,0,0,0,0,0,0
i5T7GEB1v7.png,0,0,0,0,0,0
Pm6LKmXmnD.png,0,0,0,0,0,0
SJXy9MmaXs.png,0,0,0,0,0,0
lRwYZ6OyDD.png,0,0,0,0,0,0
H7BHdx422P.png,0,0,0,0,0,0
F6r9YVJgkx.png,0,0,0,0,0,0
MLSfW0rYtw.png,0,0,0,0,0,0
thpSdRyHyg.png,0,0,0,0,0,0
ufPv91ZVHH.png,1,0,1,0,1,0
bOINoEzcpE.png,1,0,1,0,1,0
l3VrzOTQuT.png,0,0,0,0,0,0
w7Yj0cM5fb.png,0,0,0,0,0,0
5O6noP0bau.png,0,0,1,0,0,0
OxF8WSW5bg.png,0,0,0,0,0,0
YcIHbAuzkU.png,0,0,0,0,0,0
vcOCivgtEX.png,0,0,0,0,0,0
CXynCOpRO1.png,0,0,0,0,0,0
8f3z7c14Bn.png,0,0,0,1,0,1
piHdxXQiAJ.png,1,0,1,0,1,0
O3HiKbWrX6.png,0,0,0,0,0,0
m3h3mmYrDE.png,0,0,1,0,0,0
fRe4LoL3rY.png,0,0,0,0,0,0
ulXTLZwG6F.png,0,0,0,0,0,0
BWnTAOowAM.png,0,0,0,0,0,0
hxQ8oouhS5.png,0,0,0,0,0,0
jv26O97Ha8.png,0,0,0,0,0,0
UMPHQSpMR0.png,0,0,0,0,0,0
yK1MdHy57G.png,0,0,0,0,0,0
DwLPXHPRJ0.png,0,0,0,0,0,0
y7Ysrb0KrV.png,0,0,0,0,0,0
uzJ0PlxjWj.png,0,0,1,0,0,0
qoiRRpNf4p.png,1,0,1,0,0,0
16UgbtJXj9.png,1,0,1,0,1,0
gsM2W6tDcM.png,0,0,0,0,0,0
mxg0xUX39k.png,1,0,0,0,0,0
Kca2OJQMkx.png,0,0,0,0,0,0
Dp1wyofIqq.png,0,0,0,0,0,0
NrXZ0udYgw.png,0,0,0,0,0,0
BRISulgdO3.png,0,0,0,0,0,0
dD58se189T.png,0,0,1,0,0,0
kqs02Djnd9.png,1,1,1,1,1,0
UkGlCNYSsa.png,0,0,0,0,0,0
489rwt7n0h.png,0,0,1,0,0,0
VGdzVvBUdC.png,0,0,0,0,0,0
QfoMcLkZcO.png,0,0,0,0,0,0
egml0Ehu5f.png,0,0,1,0,0,0
dvu1KrCUSW.png,0,0,0,1,0,0
wXXdY3ITIX.png,0,0,0,0,0,0
Rn3MtWMP1a.png,0,0,0,0,0,0
U6P32Ey28v.png,0,0,0,0,0,0
5wf0qVQra3.png,1,0,1,0,0,0
8PpOcbXalh.png,0,0,1,0,0,0
qyErgI9lzr.png,0,0,0,0,0,0
foUSJ1Py8j.png,0,0,0,0,0,0
WxiuIcCq3l.png,0,0,0,0,0,0
ildoPwI7b1.png,0,0,0,0,0,0
5K4h4KMOmb.png,1,0,1,0,0,0
lEHJvR78Jy.png,1,0,0,0,0,0
E2Yo21s5ss.png,0,0,0,0,0,0
pYSlshgdpM.png,1,0,1,0,1,0
Zdc214I7qa.png,1,0,1,0,0,0
XY6VAKHsyR.png,1,0,1,0,1,0
QIGn121ZtY.png,1,0,0,0,0,0
Cnw4Nf0kzG.png,0,0,0,1,0,0
8yIZXxSN3f.png,0,0,1,0,0,0
4CuxEPnsxc.png,0,0,0,0,0,0
DWEw1dy6D9.png,0,0,0,0,0,0
LK5yl1wTaz.png,0,0,0,0,0,0
Lf2svxkpTi.png,1,0,0,1,0,1
s3t1J76VpR.png,1,0,0,0,0,0
ktJYzC0IU1.png,0,0,0,0,0,0
svv2ppYsmu.png,1,0,0,0,0,0
iZUCBptZME.png,0,0,0,0,0,0
NZbnVX1mKT.png,0,0,1,0,0,0
jktI6BFG0u.png,1,0,0,0,0,0
qNVKmmHOaz.png,0,0,0,0,0,0
pjPxnhk23t.png,0,0,0,0,0,0
ci09OiIpoB.png,0,0,0,0,0,0
c6HmRDZm9q.png,0,0,1,0,0,0
Fn6Z35IdUY.png,0,0,0,0,0,0
3LgQF9cZY1.png,0,0,0,0,0,0
LN1f320CuL.png,0,0,0,0,0,0
Mryy4Sv8rW.png,0,0,0,0,0,0
DQlaiHRkv4.png,0,0,0,0,0,0
O7y97mubIE.png,0,0,0,0,0,0
dHTvRASrow.png,1,0,1,0,0,0
V6uzXPZvTR.png,1,1,0,0,0,0
K3aAqHnjqU.png,0,0,1,0,0,0
x4dqYawITp.png,1,0,1,0,1,0
9vBIF642vj.png,0,0,1,0,0,0
HLrlzyLtdI.png,1,0,1,1,0,0
H3zx8xsEov.png,0,0,0,0,0,0
pqqmjHjXBL.png,0,0,1,0,0,0
foLPzrlVn7.png,1,1,1,0,0,0
0r5cAFHDHA.png,1,0,0,0,0,0
jUPsNlsK1m.png,0,0,0,0,0,0
T3nkruPqK9.png,0,0,1,0,0,0
QHKOK65uQ1.png,0,0,0,0,0,0
aRHQ8T3TLs.png,1,1,0,0,0,0
xKHyGnzr12.png,0,0,0,0,0,0
YDkYJCsAmv.png,0,0,0,0,0,0
W17DciNQBA.png,0,0,0,0,0,0
YxibT1nK0w.png,0,0,0,0,0,0
lyHkbVs0Yv.png,0,0,1,0,0,0
XE0f67lj40.png,0,0,0,0,0,0
SzcEMkC14a.png,0,0,0,0,0,0
by1rBeSJAQ.png,0,0,0,0,0,0
QznKVIYGw7.png,0,0,0,1,0,0
SebZ1sVfD6.png,0,0,1,0,0,0
6NqXUzp9BP.png,0,0,0,0,0,0
0mZGpKzEo2.png,1,0,0,0,0,0
r0GSd6JZfn.png,0,0,1,0,0,0
7ELS4FWVfC.png,0,0,0,0,0,0
WFGnPG3oPa.png,1,0,0,0,0,0
2HUIxdlDvs.png,0,0,1,0,0,0
uOMIdO2aoZ.png,1,0,0,0,0,0
E7pw12sLJs.png,0,0,0,1,0,0
vUUBGLg8Tp.png,1,0,1,0,0,0
GmBOz9A8iu.png,0,0,0,0,0,0
Pm905W4o49.png,0,0,1,1,0,0
4Rk0PPyDjp.png,0,0,0,0,0,0
w6gHnpgPLI.png,1,0,0,0,0,0
oVUMqJDaq7.png,0,0,0,0,0,0
NfBV1UwNhg.png,1,0,1,0,0,0
TGkFWb5Z1C.png,1,0,1,0,1,0
PCN48YfjNr.png,0,0,0,0,0,0
notyGmB0YP.png,0,0,0,0,0,0
vW2ZCQEzem.png,1,1,1,0,1,0
zoJ6K12m92.png,0,0,1,1,0,1
m1EqJlMBTF.png,0,0,0,0,0,0
wCtxy41RJi.png,0,0,0,0,0,0
qUNPcQGx1F.png,0,0,1,0,0,0
7FyqOTxxoe.png,0,0,0,0,0,0
liwy3FGuNH.png,0,0,0,0,0,0
BTO81c4ej4.png,0,0,0,0,0,0
a5ukMQL1KM.png,0,0,0,0,0,0
Aeb87WgGQu.png,0,0,1,0,0,0
matiKzKrTP.png,0,0,0,0,0,0
FJwfTLosem.png,0,0,0,0,0,0
vePd0gjT9d.png,1,1,0,1,1,0
gaA2SAHKOa.png,1,0,1,0,0,0
FkAdZq6AOP.png,0,0,0,0,0,0
N0GrxF1GVx.png,0,0,0,0,0,0
7k58Tfz7vY.png,0,0,1,0,0,0
ZtFxycPmBG.png,1,0,0,0,0,0
5DHCxtr5iC.png,1,0,0,0,0,0
3vOgr3NaFL.png,0,0,0,0,0,0
WnE7Mvzahx.png,0,0,0,0,0,0
tLWWKGkZ4Q.png,1,0,1,0,0,0
vNPj0iB0L2.png,0,0,0,0,0,0
yiT34qOWBS.png,1,1,0,0,0,0
32FF1mzrb6.png,0,0,0,0,0,0
jo7rt2hLAX.png,1,0,0,0,0,0
SNLFtfQbrx.png,1,0,1,0,0,0
lGNYTACBJO.png,0,0,0,0,0,0
5kKvMLPDzb.png,0,0,0,0,0,0
Yt4mpUN3vF.png,1,0,0,0,0,0
WpwqU6IZyF.png,0,0,0,0,0,0
5yfaA6sgfJ.png,0,0,1,0,0,0
KMLGos8ADz.png,1,0,0,0,0,0
eol223ZT7O.png,1,0,1,0,0,0
Geujq2QsAL.png,0,0,1,0,0,0
cQwzotePWV.png,0,0,0,0,0,0
rFoMnuEi0l.png,0,0,1,0,0,0
HLtsQoGa1O.png,1,0,0,1,0,0
GCC7G5XGPg.png,1,0,0,1,0,1
tI3l4b8EUX.png,0,0,1,0,0,0
zbuELxDstO.png,0,0,1,0,0,0
cfKvUUsTS1.png,0,0,0,0,0,0
ZUmWI71VUB.png,1,0,1,0,0,0
tkQVkQIeBA.png,0,0,0,0,0,0
fMLcnEpfLE.png,0,0,0,1,0,0
XVoiv5LiJq.png,1,0,1,1,1,0
NPsDDIGhOH.png,0,0,0,0,0,0
60KwLyW0k5.png,1,0,0,0,0,0
wFnm6iv3mK.png,1,0,0,1,0,0
WquZhdRqHx.png,0,0,0,0,0,0
oQ0yR9831G.png,1,1,1,1,1,1
aCRK1PO5fF.png,0,0,0,0,0,0
jzcjlPZzdq.png,0,0,0,1,0,0
Ss9UbXorzB.png,0,0,0,0,0,0
KNVa1PDatw.png,0,0,0,0,0,0
OxiBkWAHVX.png,0,0,0,0,0,0
aQNoaYFh7e.png,0,0,0,0,0,0
h3uiZYTIN3.png,0,0,0,1,0,0
vCr9vsjlbm.png,0,0,0,0,0,0
gZbO7EzO7w.png,0,0,1,0,0,0
pe6QBQEU7u.png,0,0,0,0,0,0
TMCDYayelp.png,1,0,0,0,0,0
2DgfWRyEg8.png,0,0,0,0,0,0
O46UWEsNBJ.png,0,0,0,0,0,0
DypwoFNyJ9.png,0,0,0,1,0,0
OtrcWGbCwp.png,0,0,1,0,0,0
optAxmNmSD.png,0,0,0,0,0,0
Z0fRJLaIEv.png,0,0,1,0,0,0
dVAfPWuvMk.png,1,0,0,0,0,0
Fii40dXnaT.png,0,0,0,0,0,0
zzHiD9zodY.png,0,0,0,0,0,0
UNhWKc7amX.png,0,0,0,0,0,0
XUSn5xDPgX.png,0,0,0,0,0,0
AhgWtJpm5x.png,0,0,0,0,0,0
YoVho6eQ55.png,0,0,0,0,0,0
MWr7ptxfAK.png,0,0,0,0,0,0
FuLNq8XVvl.png,0,0,1,0,0,0
i4YCxrhHkw.png,0,0,0,1,0,0
VoQbEM6CPY.png,0,0,0,0,0,0
VaxgshMrph.png,0,0,0,0,0,0
86XHgr2Gsl.png,0,0,1,0,0,0
FM2t6S1SLK.png,0,0,1,1,0,0
n6HX6XMyV5.png,1,0,1,1,1,0
bFf0OuTdrm.png,0,0,1,0,0,0
wwCmgmVNuq.png,1,0,1,0,0,0
pCrWNwqrl0.png,0,0,0,0,0,0
6QAnuGJZuj.png,1,0,1,0,0,0
kd8UI96cZA.png,0,0,0,0,0,0
0EtncnnXPk.png,0,0,0,0,0,0
vUZDAsT1o2.png,0,0,0,0,0,0
4TTHDc3Hyv.png,0,0,1,0,0,0
Z6hSYw3JW2.png,1,0,1,1,1,1
uxuaIQvCvJ.png,0,0,0,0,0,0
nsxLqqhM1t.png,1,0,0,1,1,0
kMWuCFRk9j.png,1,0,0,1,0,0
tiQm51YS6Q.png,0,0,1,0,0,0
5I2MFsJJqN.png,0,0,0,0,0,0
HusK5CAU8Y.png,0,0,0,0,0,0
4vH2SWEsVN.png,0,0,0,0,0,0
pmpJ2mcC7x.png,0,0,0,0,0,0
QdVfF5CSYt.png,0,0,1,0,0,0
Wf2LAWtiHK.png,0,0,1,0,0,0
iDQwF3XCZR.png,0,0,1,0,0,0
mKPTCr660r.png,1,0,0,0,0,0
hzVjqJI6jm.png,0,0,1,1,0,0
gi7jUSwT9R.png,0,0,0,0,0,0
WZkpPcleh8.png,1,1,1,0,1,1
CHYdOggM8M.png,0,0,0,0,0,0
SOW1coZl8m.png,1,0,0,0,0,0
AbHF6OyQWm.png,0,0,0,0,0,0
L3QxLVSdQR.png,0,0,0,0,0,0
G1MQExCwiu.png,0,0,0,0,0,0
IvvSYcoIJb.png,0,0,0,0,0,0
0qVssOT4Kp.png,0,0,0,0,0,0
btVzACwWPr.png,0,0,1,0,0,0
3N5xh3uDrV.png,0,0,0,0,0,0
UXpqmfXrVE.png,1,0,0,0,0,0
w103ZJL027.png,0,0,0,0,0,0
FjRvKdpwkX.png,0,0,1,0,0,0
8lhimn7NOn.png,0,0,1,0,0,0
wqgcoExHYM.png,0,0,1,0,0,0
bDrRVxe1I5.png,1,0,0,0,0,0
CjT6HFmcGo.png,0,0,0,1,0,0
DoBQrGLQHB.png,1,0,1,0,0,0
RbJRxZkeEK.png,0,0,1,0,0,0
c7bXrkNnnr.png,0,0,0,0,0,0
siyVUYWSt9.png,0,0,1,0,0,0
b4aZu9ofVj.png,0,0,0,0,0,0
3zSkrYIR0D.png,1,0,0,0,0,0
bUGSSNSR7g.png,0,0,0,0,0,0
QcIeP5HfKK.png,0,0,1,0,0,0
HHxIincJxE.png,0,0,0,0,0,0
BNiw9XJphd.png,0,0,0,0,0,0
HPJkvqwuEe.png,0,0,1,0,0,0
UVqQ1aKgpu.png,0,0,0,0,0,0
eqNT9TnkvD.png,0,0,0,0,0,0
0ALfydgmQS.png,0,0,1,1,0,0
7tMfmBZFKe.png,0,0,0,1,0,0
BgSO7fzHwz.png,0,0,0,0,0,0
kPXCJgxY68.png,0,0,0,0,0,0
pGaln5v7Uy.png,0,0,0,0,0,0
Za0tR1nbzG.png,0,0,0,1,0,0
7iavVUutOL.png,0,0,0,0,0,0
UvAtUZ7kRd.png,1,0,1,0,0,0
GdQZFmxSHL.png,0,0,0,0,0,0
UgLKl0tnMu.png,0,0,0,0,0,0
9tewhbM3kJ.png,0,0,0,0,0,0
Zi69jT7Gum.png,0,0,1,0,0,0
eWwTSx3g5J.png,0,0,0,1,0,0
tYGqArcfOY.png,0,0,0,0,0,0
8q0VKndmMF.png,0,0,0,0,0,0
R5KkaplLuQ.png,0,0,0,1,0,0
3fakOoqgzd.png,0,0,0,0,0,0
Upflqcwasu.png,0,0,0,0,0,0
1z7XNTy7YH.png,0,0,1,0,0,0
XgXIiztJqK.png,0,0,0,0,0,0
0O1CSvm33i.png,0,0,0,0,0,0
lu94brUF7G.png,0,0,0,0,0,0
xPl6zOlINJ.png,0,0,0,0,0,0
RVIv6h0yVR.png,1,0,1,1,1,0
wPehNQm3Z6.png,0,0,0,0,0,0
iwhuQmqlcA.png,0,0,0,0,0,0
3tjey8cOyB.png,0,0,0,0,0,0
g9h9PN127j.png,0,0,0,0,0,0
Qg893tTYHa.png,0,0,0,0,0,0
ziXcfbgOWa.png,0,0,1,1,0,0
kkhgmBqoqR.png,0,0,0,0,0,0
WA6O02Kf4x.png,1,0,1,0,0,0
